he invites his sister , May belle to enter Terabithia ; she is delighted because she was previously denied any opportunity to enter .	denied	rejected	refused	barred	disqualified	not given	not allowed	forgotten	forbidden	deprived	blocked
Oat bread was first manufactured in England , where the first oat bread factory was established in 1899 .	manufactured	made	produced	created	constructed	built	crafted	developed	fabricated	designed	prepared
the Trans-Asian Railway is a project to create an integrated freight railway network across Europe and Asia .	create	build	develop	make	design	become	produce	establish	construct	provide	set up
if the object has exactly the same density as the fluid , then its buoyancy equals its weight .	fluid	water	liquid	air	solid	oil	aqueous	vapor	emulsion	soil	drink
they have also been observed in captivity catching spiny dogfish of up to 3-4 feet in length .	observed	seen	spotted	noticed	viewed	found	located	discovered	watched	heard	seeded
in mid-November 2008 , President-elect Obama and Clinton discussed the possibility of her serving as U.S. Secretary of State in his administration , and on November 21 , reports indicated that she had accepted the position .	indicated	suggested	stated	said	indicate	showed	reported	shown	confirmed	explained	proved
outcast of Redwall is a fantasy novel by Brian Jacques , published in 1995 .	novel	book	story	fiction	work	short story	essay	movie	books	stories	saga
with the others bailed out for various food items , Tom was the last man standing and won Immunity .	various	many	different	a variety	unknown	other	a number	several	all	numerous	varying
thus , on Unification Day , October 3 , 1990 , the German Democratic Republic ceased to exist , giving way to five new Federal States , and East and West Berlin were also unified as a single city , forming a sixth new Federal State . the new Federal States immediately became parts of the Federal Republic of Germany , so that it was enlarged to include the whole territory of the former East Germany .	territory		region	area	country	state	zone	place
in the opening and middlegame , the king will rarely play an active role in the development of an offensive or defensive position .	rarely	very rarely	never	not often	very seldom	only rarely	slightly	occasionally	less often	sometimes	frequently
the most troublesome situation usually occurs with short journeys from west to east .	troublesome	difficult	problematic	frustrating	confusing	challenging	disastrous	complicated	troubling	annoying	strange
Barnes & Noble , Inc. is the largest book retailer in the United States , operating mainly through its Barnes & Noble booksellers chain of bookstores headquartered in lower Fifth Avenue in Lower Manhattan , New York City .	headquartered	located	based	placed	housed	established	managed	centered	sited	set up	inside
Hurricane-force wind gusts were reported in New England .	hurricane-force	tornado-force	storm-force	heavy	severe	forceful	hurricane force	hurricanes	strong	bomb-like	full-force
Spain and Luxembourg currently have Bourbon monarchs .	currently	now	presently	recently	at the moment	today	at this time	at present	soon	right now	then
the toys are similar to many other small plush toys , however , each Webkinz toy has an attached tag with a unique " Secret Code " printed on it that allows access to the " Webkinz World " website .	unique	special	exclusive	specific	individual	new	very	different	original	exceptional	rare
Jamie Farr is an American television and film actor and popular game show panelist .	panelist	expert	guest	actor	moderator	host	member	speaker	interviewer	coach	experts
however , the availability of suitable habitat is critical : forest must be neither too old nor too young .	availability	possibility	accessibility	existence	ability	presence	access	provision	avalibility	suitability	aptitude
he enrolled at Papanui High School , then University of Canterbury , but for only one year .	enrolled	studied	registered	study	went	was	taught	enrolls	admitted	signed up	trained
famous for hosting the annual Rose bowl football game and the tournament of Roses parade , Pasadena is the home of many leading scientific and cultural institutions , including the California Institute of Technology , Pasadena City College , the Jet propulsion Laboratory , Art Center College of Design , the Pasadena Playhouse , California School of culinary Arts Pasadena , the Norton Simon Museum of Art and the Pacific Asia Museum .	leading	best	leadership	innovative	top	great	prominent	famous	eminent	leader	reliable
bunch is a small unincorporated community in southwestern Adair County , Oklahoma , United States .	community	town	city	group	place	region	unit	association	cities	area	villa
the association of virtue with withdrawal from society - and specifically from cities - was a familiar theme in religious literature .	theme	idea	topic	concept	subject	point	feature	thing	trend	content	story
she has three older brothers : Aaron , Benjamin , and Nathaniel , the latter of whom is a model and actor .	latter	last	second	later	first	fifth	next	remainder	future	final	earlier
before meeting the Sacramento River , the San Joaquin River has two distributary rivers , the Old River and the Middle River , both of which once were the main channels of the river . due to the bend in the San Joaquin River channel at the head of the Old River , a significant portion of the San Joaquin River flow continues down the Old River instead of heading northward along the San Joaquin .	significant	important	large	considerable	very	major	great	big	sizeable	small	substantive
the primary trinity included Tinia , uni and Menrva .	primary	main	first	essential	original	most important	top	basic	starting	important	primal
Tolstoy was born in Yasnaya Polyana , the family estate in the Tula region of Russia .	estate	house	home	place	site	hold	household	building	realm	villa	country
the Earthquake Engineering Research Institute is a leader in dissemination of earthquake engineering research related information both in the U.S. and globally .	research	study	studies	analysis	information	education	work	science	program
notable former managers of Notts County include Jimmy Sirrel , Neil Warnock , Howard Kendall and Sam Allardyce .	former	ancient	past	old	previous	recent	ex	senior	other	future	successor
in addition to local research conducted at the radio telescope , Parkes scientists have assisted NASA for several missions as a Southern Hemisphere relay and communications station .	assisted	supported	helped	aided	assistanced	partnered	assised	assist	aid	accompanied	led
Volcanologists frequently visit volcanoes , especially active ones , to observe volcanic eruptions , collect eruptive products including tephra , rock and lava samples .	frequently	often	occasionally	regularly	sometimes	rarely	usually	commonly	very	mostly	infrequently
pool , also known as pocket billiards , is the general term for a family of cue sports played on a pool table with six receptacles called pockets along the , into which balls are deposited as the main goal of play .	receptacles	places	pockets	boxes	cups	pots	bags	cases	holders	bins	caves
he normally appears in a running gag , where he usually suffers unfortunate , nearly always fatal , events .	unfortunate	bad	unlucky	wrong	frustrating	difficult	unexpected	disastrous	unusual	unfortunately	horrific
most digital media are based on translating analog data into digital data and vice-versa .	translating	converting	translation	transforming	changing	transferring	translate	translated	conversion
Wrestlers portrayed a villain or a hero as they followed a series of events that built tension , and culminated into a wrestling match or series of matches .	villain	bad guy	devil	criminal	victim	hero	terrorist	monster	enemy	baddie	person
not to be confused with " terms " in colloquial usages , the shortened form of technical terms which are defined within a discipline or speciality field .	discipline	field	subject	area	speciality	profession	section	method	practice	career	branche
a " dune field " is an area covered by extensive sand dunes .	extensive	large	massive	wide	vast	many	substantial	very	great	severe	remarkable
107 Camilla is one of the largest main belt asteroids .	largest	biggest	heaviest	most	tallest	brightest	greatest	strongest	busiest	widest	vast
first mentioned by the Ancient Greek geographer Ptolemy , the pre-Christian settlement of the Saxon people originally covered an area a little more to the northwest , with parts of the southern Jutland Peninsula , Old Saxony and small sections of the eastern Low Countries .	sections	portions	parts	pieces	areas	regions	bits	section	stretches	blocks	
Jeanne Demessieux had a prodigious memory : she had memorized more than 2,500 works , including the complete organ works of Johann Sebastian Bach , Csar Franck , Franz Liszt , Felix Mendelssohn and Marcel Dupr .	prodigious	great	remarkable	powerful	large	superior	extraordinary	rich	huge	exhaustive	very
at the end of each season , a series of playoff games are contested among the top six teams in the NFC , consisting of the four division champions and the two other teams with the best win-loss records .	contested	fought	held	played	disputed	discussed	fighted	combatted	blocked	conflicted	tried
veritas and Undina would have been the largest fragments of that collision .	fragments	pieces	parts	sections	particles	bits	elements	portions	components	disks	divisions
after the partitions of Poland in 1794 the area was annexed by Prussia .	annexed	adopted	added	absorbed	supplied	imported	joined	taken	subordinated	taken over	occupied
the models initially had difficulty predicting the track of the depression and the forecasts from the National Hurricane Center reflected this , indicating that the depression would move towards Texas .	reflected	showed	show	reflect	expressed	indicated	supported	discussed	reported	represent	forecast
a British nobleman , Lord Stanhope , took an interest in Hauser and gained custody of him late in 1831 .	gained	got	had	obtained	earned	won	gave	bought	reached	took	learned
Simon Phillip Cowell is an English music executive , television producer and entrepreneur .	entrepreneur	businessman	owner	manager	seller	leader	innovator	businessmen	organizer	actor	business owner
the remnants of the depression persisted until 2 am EDT at which time it was absorbed by a warm front .	absorbed	taken over	assimilated	reabsorbed	covered	taken up	taken in	recovered	taken away	swept away	blocked
a good measure of notability is whether someone has been featured in multiple , independent , reliable sources .	multiple	many	several	numerous	different	few	more	dozens	various	unique	all
it originally aired on the Fox network in the United States on October 10 , 1991 .	aired	broadcast	seen	showed	airs	was	appeared	lived	came	brought	ran
religious law is explicitly based on religious precepts .	precepts	rules	ideas	commandments	principles	laws	beliefs	concepts	values	truths	morals
the principal greenhouse , in an art nouveau style with a modern metallic structure , resembles the mid-19th century Crystal Palace in London .	resembles	looks	reminds	looks like	recalls	remembers	likes	replicates	represents	is	remains
Metlink , formerly The Met , is the marketing body and umbrella brand for public train , tram and bus transport operators in Greater Melbourne , Victoria , Australia .	brand	name	mark	label	logo	image	title	company	branding	product	identity
on April 9 , 1919 , Miss Marcella Sherwood , who supervised the Mission Day School for Girls was bicycling round the city to close her schools when she was assaulted by a mob in a narrow street , the Kucha Kurrichhan , was beaten and left wounded .	assaulted	attacked	punished	beaten	tortured	hit	assailed	hurt	harassed	hounded	slapped
Schoenberg refused , saying " I would only make you a bad Schoenberg , and you 're such a good Gershwin already . 	refused	rejected	stopped	forgot	resisted	forbade	forgave	failed	abandoned	said no	didn't
however media outlets soon found ways around the ban , initially by the use of subtitles , but later and more commonly by the use of an actor reading his words over the images of him speaking .	initially	at first	first	soon	starting	at least	immediately	very	forever	intentionally	foreign
however , the new king , Louis XVIII , knew that ideas of nationalism and democracy still lingered in his country ; hence the establishment and signing of the Charte constitutionnelle franaise , the French Constitution otherwise known as La Charte .	hence	so	therefore	because	which	that	for this	thus	the reason	cause	thereby
in 1873 mine employers attempted to introduce Saturday afternoon and Sunday shifts .	attempted	tried	tryed	sought	wanted	seek	said	aim	assisted	trying	threatened
he then settled in the Avon Valley , one of the most rugged and inaccessible places in the Darling Range .	inaccessible	impossible	difficult	unreachable	unaccessible	not accessible	impassable	impassible	impractical	unknown	accessible
the central planets are firmly under Alliance control , but the outlying planets and moons resemble the 19th century American West , with little governmental authority .	outlying	outside	away	other	remote	nearby	outer	outermost	inside	outstanding	extra
in 1639 , Williams established a Baptist church in Providence , Rhode Island , and Clarke began a Baptist church in Newport , Rhode Island .	established	founded	built	created	started	set up	constructed	opened	had	placed	formed
while each edition of Windows 2000 was targeted to a different market , they share a core set of features , including many system utilities such as the Microsoft Management console and standard system administration applications .	core	main	essential	basic	common	central	key	primary	base	standard	true
the first conflict between the British and the Marathas was the First Anglo-Maratha War which began in 1774 and resulted in the 1782 treaty of Salbai , by which the island of Salsette , adjacent to Bombay island , was ceded to the British , while Bharuch was ceded to the Maratha ruler Scindia .	adjacent	near	close	next	opposite	inside	very close	located	on	similar	in close proximity
OpenOffice.org Calc is the spreadsheet component of the OpenOffice.org software package .	component	part	piece	section	feature	element	module	apartment	sub-component	subcomponent	addition
the Countess tells him it is only Susanna , trying on her wedding dress .	tells	told	reminds	shows	says	explains	asks	informs	confirms	states	warns
early representations of the balalaika show it with anywhere from two to six strings , which resembles certain Central Asian instruments .	representations	images	presentations	descriptions	models	impressions	visual representations	depictions	interpretations	pictures	presences
additional praise was given to its scope and future potential based on user-created content ; minor criticism was reserved for specific elements of the gameplay mechanics and level creation facilities .	elements	parts	pieces	features	aspects	sections	areas	points	bits	components	things
Loamhedge is a fantasy novel by Brian Jacques , published in 2003 .	published	released	issued	sold	made	edited	written	delivered	seen	printed	unpublished
the Eastern Orthodox Church accepts psalm 151 as canonical . Roman Catholics , Protestants , and most Jews consider it apocryphal .	consider	think	believe	deem	conceive	call	seem	agree	hold	say	regard
he aided the Doukhobors in migrating to Canada .	aided	helped	assisted	supported	assist	led	aid	assistanced	guided	accompanied	allowed
it is a permissive license , meaning that it permits reuse within proprietary software on the condition that the license is distributed with that software . the license is also GPL-compatible , meaning that the GPL permits combination and redistribution with software that uses the MIT license .	permits	allows	allowed	allowing	enables	accepts	requires
the battalion is usually part of a regiment , group or a brigade , depending on the organizational model used by that service .	usually	typically	mostly	often	sometimes	always	normally	generally	frequently	most often	almost
intense feelings of resentment trigger the initial retaliation , which causes the other party to feel equally aggrieved and vengeful .	retaliation	punishment	attack	anger	defense	wrath	fightback	victimization	hitback	terror	strike
gravitational energy is the energy associated with the gravitational field .	associated	connected	linked	related	included	combined	attached	used	tied	relative	with
the dead body of a human is referred to as a cadaver , or corpse .	human	animal	person	man	being	living	mammal	individual	organ	other	everyone
marshal Manuel Deodoro da Fonseca became the first president of the Republic of Brazil after heading a military coup that deposed Emperor Pedro II .	coup	revolt	takeover	attack	invasion	surrender	overthrow	riot	revolution	rally	troop
Slipknot is a heavy metal band formed by vocalist and percussionist Anders Colsefni , guitarists Donnie Steele and Josh " Gnar " Brainard , bassist Paul Gray , drummer Joey Jordison and percussionist Shawn Crahan , in Des Moines , Iowa .	formed	created	founded	established	organized	made	started	built	began	joined	emerged
the most recent goaltender to have scored a goal by deliberately shooting the puck into his opponents ' net was Evgeni Nabokov , in 2002 .	deliberately	intentionally	consciously	carefully	knowingly	systematically	seriously	judiciously	unintentionally	wrongly	wrongfully
following the withdrawal of the more powerful Class 74 electro-diesels in 1977 , the Class 73 is now unique on the British railway network .	network	system	internet	web	structure	connection	reach	line	website	road	wires
upon receiving its classification , the depression consisted of a partially exposed low-level center with deep convection occupying the northeastern semicircle .	occupying	covering	filling	taking up	residing	occupied	placing	inside	standing	placed	living
these notable synagogues include ; the Great Synagogue of Rome , the New Synagogue , the Leopoldst_dter Tempel , the Grand Choral Synagogue , the Great Synagogue , the Moscow Choral Synagogue , the Great Synagogue of Florence , the Great Synagogue , Plzen , the Great Synagogue , the Ko ice Orthodox Synagogue , the Novi Sad Synagogue , the Szeged Synagogue , the Sofia Synagogue and the Great Synagogue of Oran .	notable	important	great	popular	good	interesting	worthy	significant	very	remarkable
most of the detainees were captured Japanese and Italian military personnel , On August 5 , 1944 at least 545 Japanese POWs attempted a mass breakout from the camp , in perhaps the largest prison escape in world history .	breakout	retreat	removal	escaping	release	exit	leave	return	explosion	outbreak	surrender
Vinaigrette is a mixture of salad oil and vinegar , often flavored with herbs , spices , salt , pepper , sugar , and other ingredients .	ingredients	elements	components	substances	things	additives	extracts	flavors	sugar	compounds	nutrients
he supported the building of churches by distributing literature and providing ministers .	distributing	providing	spreading	selling	publishing	sharing	giving away	displacing	promoting	delivering	giving
as of the early 21st century , Christianity has between 1.5 billion and 2.2 billion adherents .	adherents	followers	members	believers	consumers	adopters	observers	supporters	customers	bosses	relatives
many schools teach children to make sock puppets and then have the children put on shows or plays for the whole school with them , sometimes with all the sock puppets singing .	singing	speaking	dancing	talking	playing	laughing	humming	performing	teaching	acting	joking
the word cereal derives from Ceres , the name of the Roman goddess of harvest and agriculture .	derives	comes	gets	derived	begins	renders	returns		receives	arises	came
Miramax Films was last operated by Daniel Battsek who reported to Rich Ross , chairman of Walt Disney studios Motion Pictures .	operated	run	owned	managed	controlled	conducted	directed	led	manned	supervised	organized
he is portrayed by Mark Hamill .	portrayed	played	presented	represented	performed	depicted	shown	voiced	created	seen	written
super smash Bros. was developed by HAL Laboratory , a Nintendo second-party developer , during .	developed	created	made	designed	produced	written	built	constructed	planned	tested	crafted
the northern and western edges of the Cotswolds are marked by steep escarpments down to the Severn valley and the Warwickshire Avon .	escarpments	cliffs	mountains	walls	steps	bumps	rises	peaks	ridges	hills	cliff faces
they renamed the place Alcante or Alcanatif which means Port of Salt , due to the old salt industry of Phoenicians and Romans .	renamed	named	changed	called	christened	dubbed	titled	nicknamed	rebranded	branded	adopted
it was founded in 1964 in Hamilton , Ontario by Canadian hockey player Tim Horton and Jim Charade , after an initial venture in hamburger restaurants .	founded	established	created	found	launched	formed	began	started	born	discovered	made
the annual mean temperature is 25 C ; regional mean temperatures range from 18 C in the heart of the Cordillera Central to as high as 27 C in arid regions .	annual	yearly	monthly	seasonal	daily	regular	every year	periodical	weekly	consecutive	eventual
Epistemology or theory of knowledge is the branch of philosophy concerned with the nature and scope of knowledge .	scope	purpose	range	application	reach	use	depth	width	meaning	area	dimension
the process is termed lichenometry .	termed	called	named	known	described	referred to	titled	labeled	denoted	renamed	dubbed
the name " Sea of Corts " is the one preferred by most local residents .	residents	people	consumers	visitors	inhabitants	owners	residence	customers	locals	dwellers	habitants
the 1997 Atlantic hurricane season officially began on June 1 , 1997 , and lasted until November 30 , 1997 .	lasted	continued	existed	lived	remained	ended	spent	persisted	stayed	went on	last
this was the first time in survivor history that the two initial teams were not preselected by the producers .	preselected	selected	chosen	approved	decided	set	picked	determined	predetermined	assigned	vetted
the geological community generally accepts this hypothesis because it best explains sedimentary deposits generally regarded as of glacial origin at tropical paleolatitudes and other enigmatic features in the geological record .	hypothesis	premise	theory	thesis	myth	evidence	idea	prediction	explanation	concept	description
the hells angels , at the peak of their ' outlaw ' reputation , corralled lost children .	corralled	carried	captured	rescued	collected	caught	trapped	gathered	contained	held	brought
the roof of the West Stand is corrugated iron this also houses the main television gantry which is accessed from the upper tier seating area by a temporary ladder .	tier	level	section	floor	row	end	seat	side	top	class	most
it gradually decayed into a surface low pressure trough , and developed into two disturbances ; one was centered 290 miles south-southeast of Cape Cod and another was located 200 miles south of Cape Hatteras , North Carolina .	gradually	slowly	progressively	continually	very slowly	relatively	continuously	quietly	quickly	additionally	over time
techno is a form of electronic dance music that emerged in Detroit , Michigan , US during the mid to late 1980s .	emerged	rose	came up	sprang	came out	started	appared	surfaced	formed	came	became
Dhamtour has an average elevation of 1110 metres .	elevation	altitude	height	rise	mountain	position	level	place	location	placement	rising
while in Cambrai he collaborated with Nicolas Grenon on a complete revision of the liturgical musical collection of the cathedral , which included writing an extensive collection of polyphonic music for services .	included	meant	also	composed	contained	required	entailed	comprised	including	also included	concluded
it is also the only one of the former provinces of South Africa not to undergo border changes , excluding the incorporation of Bantustans .	excluding	not including	including	ignoring	without	excepting	omitting	removing	not	avoiding	no longer
nevertheless , until the middle of the 20th century , agriculture dominated the canton .	nevertheless	evertheless	not	always	still	but	however	not at all	even so	not necessarily	despite
the chain accounted for 22.6 % of all fast food industry revenues in Canada in 2005 .	accounted	paid	made up	had	counted	earned	was	contributed	received	represented	bought
whatever the truth of the rumors , James required a royal match to preserve the Stuart line .	preserve	protect	keep	hold	conserve	remain	save	restore	safeguard	guard	secure
in 2005 and 2006 , the Bulgarian State Railways begin operating Desiro trains as part of a 67-million deal with Siemens AG for a total of 25 Diesel multiple units .	operating	running	using	managing	working	driving	conducting	executing	operationally	controlling	configuring
this category contains articles about albums released on Island Records .	contains	includes	holds	represents	consists	comprises	collects	hosts	has	features	lists
their heaviest defeats in the league were 10 - 1 against Fulham in 1963 and 9 - 0 against Manchester United in 1995 .	heaviest	most	biggest	greatest	toughest	weakest	hardest	strongest	severest	fattest	gravest
uniquely among mammals , these teeth are continuously replaced throughout life , with new teeth growing at the rear as older teeth fall out from farther forward in the mouth .	continuously	constantly	repeatedly	continually	indefinitely	regularly	permanently	always	daily	often	immediately
it is also known as a clothes iron , flat iron , or smoothing iron .	smoothing	softening	cleaning	soft	cooling	coating	flattening	buffing	mild	blended	whitening
some of the first inhabitants of Gili Trawangan were from Sulawesi who are fishermen and farmers .	inhabitants	residents	habitants	consumers	settlers	people	occupants	owners	locals	resident	belongers
thousands of videos exist on YouTube of users showing the original video to their friends and taping their reactions , although some videos seem to be staged .	taping	recording	capturing	filming	tapping	taking	documenting	videotaping	watching	catching	captured
however , on 13 April 2008 , before the completion of the initial five years , it was announced that Bryce was to become the next Governor-General of Australia .	initial	first	starting	start	beginning	primary	introductory	original	immediate	early	fifth
Kasem is best known by name as a music historian and disc jockey , most notably as host of the weekly American Top 40 radio program from 1970 to 1988 , and again from March 1998 until January 10 , 2004 , when Ryan Seacrest succeeded him .	program	show	programme	presentation	recording	channel	report	podcast	meeting	plan	feature
Liriodendron tulipifera , commonly known as the American tulip tree , tulip poplar or yellow poplar , is the Western Hemisphere representative of the two-species Liriodendron genus and the tallest eastern hardwood .	commonly	often	generally	very	usually	most	common	frequently	widely	usual	popularly
another allegation asserts that during the previous year , on Saint Bartholomew 's Day , Vlad had 30,000 of the merchants and officials of the Transylvanian city of Bra ov impaled for breaking his authority .	asserts	states	claims	proves	says	believes	confirms	represents	affirms	explains	argues
the result is a region of braided streams , marshes , and lakes the size of Belgium ; the seasonal floods make the Delta extremely productive for both fishing and agriculture .	extremely	very	exceptionally	highly	incredibly	super	greatly	really	remarkably	excessively	extra
during one event , German Charley attempting to prevent the theft of a racehorse from the Coombing Park stables was shot to death by Mickey Bourke .	prevent	stop	deter	avoid	reduce	block	delay	protect	warn	control	obstruct
the cheetah hunts by vision rather than by scent .	vision	seeing	sight	view	sound	eyes	perception	visual	color	look	motion
spun yarns may contain a single type of fiber , or be a blend of various types . combining synthetic fibers with natural fibers is very common .	various	different	varying	many	all	multiple	other	unknown	every	similar	unique
the character may be speaking his or her thoughts aloud , directly addressing another character , or speaking to the audience , especially the former .	character	person	name	player	member	people	voice	actor	subject	individual	figure
the Aar , a tributary of the Rhine , is the longest river that both rises and ends entirely within Switzerland .	rises	starts	begins	comes	emerges	rides	springs	forms	flows	breaks	enters
the atmosphere was so intense that Gring , in a telephone call that evening , stated : " There is unbelievable jubilation in Austria .	stated	said	told	reported	remarked	claimed	expressed	described	discussed	wrote	says
the intent is to display the likeness , personality , and even the mood of the person .	intent	purpose	intention	aim	object	target	idea	objective	motive	mission	goal
Kavirondo is the former name of the region surrounding Kavirondo Gulf as well as of two native peoples living there under the regime of British East Africa .	former	old	ancient	past	previous	other	used	extended	original	historic	external
they are a type of reporter gene used in laboratory microbiology , molecular biology , and genetic engineering to indicate the success of a transfection or other procedure meant to introduce foreign DNA into a cell .	indicate	show	prove	report	confirm	mark	say	explain	signal	define	signify
several other Hollywood films are also believed to have been inspired by Bollywood films .	inspired	influenced	shaped	motivated	informed	sparked	helped	impressed	created	guided	led
Winchester College was founded in 1382 by William of Wykeham , Bishop of Winchester and Chancellor to both Edward III and Richard II , and the first seventy poor scholars entered the school in 1394 .	scholars	students	student	studiers	educators	pupils	learners	instructors	teachers	researchers	lecturers
they consider the period of 1917 to 1991 to have been a period of occupation by the Soviet regime which was internationalist and anti-Christian .	regime	government	rule	system	command	state	authority	administration	order	leadership	police
Microsoft Windows includes an implementation of SSL and TLS as part of its Secure Channel package .	implementation	application	installation	deployment	use	configuration	setup	execution	adoption	interpretation	enforcement
he proceeded to the Franco-Prussian War in 1870 , and , being taken prisoner at Vaucouleurs , he remained in French captivity for three months .	proceeded	came	participated	responded	contributed	fought	committed	admitted	began	joined	acted
Pind Dadan Khan Tehsil is a subdivision of Jhelum District , Punjab , Pakistan .	subdivision	section	part	area	division	unit	region	community	subsection	department	cluster
although these reports did not contain any scores or rankings , the evaluation report for Paris was considered the most positive , now followed closely by London which had narrowed down most of the gap observed by the initial evaluation in 2004 regarding Paris .	considered	deemed	regarded	believed	held	thought	viewed	rated	expected	seen	taken
the island of Ireland lies only 30 k from the southwestern peninsula of Kintyre ; Norway is 305 k to the east and the Faroes , 270 k to the north .	peninsula	coast	region	border	end	continent	zone	limit	shoreline	shore	area
men are supposed to come to the mosque wearing loose and clean clothes that do not reveal the shape of the body .	reveal	show	tell	prove	show off	depict	disclose	explain	revealing	spin	express
the Kingdom of the Franks under Charlemagne was particularly hard-hit by these raiders , who could sail down the Seine with near impunity .	impunity	punishment	innocence	safety	protection	freedom	death	nothingness	accountability	immunity	impartiality
one day , she was given a home in stergtland as a gift by some rich women after she had cured them successfully and treated them .	successfully	satisfactorily	really	effectively	profitably	well	correctly	good	fully	very successfully	goodly
Gumbasia , a 3 minute 34 second short film produced in 1953 , was the first clay animation produced by Art Clokey , who went on to create the classic series Gumby and Davy and Goliath using the same technique .	classic	standard	old	traditional	mainstream	popular	great	true	original	classical	famous
also , the sound of the regional language qawwali can be totally different from that of mainstream qawwali .	mainstream	common	standard	popular	regular	usual	conventional	traditional	normal	global	mainline
many people see Al Jazeera as a more trustworthy source of information than government and foreign channels .	trustworthy	reliable	trusted	dependable	reputable	credible	reasonable	real	good	solid	stable
the Epping Ongar Railway operates on a preserved railway along the final section of the old Great Eastern Railway and London Underground Central Line branch line between Epping and Ongar , with an intermediate station at North Weald .	final	last	end	next	most	complete	second	main	best	first	remaining
in the Immunity Challenge , Koror had an early lead , but Ulong made a slight comeback .	slight	small	light	very	little	minor	minimal	weak	modest	narrow	bright
it is also widely believed that the size and number of connections in the prefrontal cortex relates directly to sentience , as the prefrontal cortex in humans occupies a far larger percentage of the brain than any other animal . as the brain has tripled in size over 5 million years of human evolution , the prefrontal cortex has increased in size sixfold .	relates	connect	relate	link	related	respond	refers	is	links
during its boom times , Beechworth town boasted a range of industries including , a tannery , jewellers , boot makers , a brewery , blacksmiths , livestock sale yards .	livestock	animal	animals	food	fish	meat	stock	land	beef	farm animals	vegetable
traditionally , after a long period of consuming gimjang kimchi during the winter , fresh potherbs and vegetables were popular for making kimchi . these kinds of kimchi were not fermented or even stored for long periods of time but were consumed fresh .	period	time	season	span	month	term	year	during	session	distance
still visible throughout former East Berlin are the characteristic " Ampelm_nnchen " on some pedestrian traffic lights .	characteristic	typical	unique	essential	specific	remarkable	standard	distinctive	featured	descriptive	unusual
on 5 February 2007 , Apple Inc. and Apple Corps announced a settlement of their trademark dispute under which Apple Inc. will own all of the trademarks related to " Apple " and will license certain of those trademarks back to Apple Corps for their continued use .	announced	agreed	said	confirmed	proposed	admitted	answered	announcing	advertised	publicized	unveiled
the head of Ornitholestes was relatively small .	relatively	very	comparatively	almost	considerably	quite	reasonably	somewhat	really	surprisingly	small
the northern part of the continent , covering much of Siberia was also inaccessible to the steppe nomads due to the dense forests and the tundra .	inaccessible	not accessible	unaccessible	impractical	unsuitable	impassible	unobtainable	unfriendly	unknown	impassable	outside
while at Trinity he became more focussed on music , for there he met the folk song collector Cecil sharp and composer and folk song enthusiast Ralph Vaughan Williams .	focussed	focused	concentrated	centered	aware	intense	dedicated	set	committed	intentional	serious
Canadian English is the variety of English used in Canada . more than 26 million Canadians have some knowledge of English .	variety	type	varieties	range	style	variation	form	difference	shape	genre	mixture
Whedon wanted to create something for television that was more character-driven and gritty than most modern science fiction .	create	make	design	do	build	invent	produce	develop	define	construct	discover
fought on 22 August 1485 , the battle was won by the Lancastrians . their leader Henry Tudor , Earl of Richmond , became the first English monarch of the Tudor dynasty by his victory and subsequent marriage to a Yorkist princess .	monarch	king	leader	prince	ruler	chief	royal	president	emperor	princes	reign
the books were later adapted into a television series and a feature film .	adapted	transformed	converted	modified	translated	turned	made	created	reproduced	made into	developed
the MTR was immediately popular with residents of Hong Kong ; as a result , subsequent lines have been built to cover more territory . there are continual debates regarding how and where to expand the MTR network .	immediately	instantly	very	soon	quickly	right away	shortly	almost	nearly	at once	as soon
it is bounded by Munshiganj District and Comilla District on the north , Noakhali District , Lakshmipur District and Barisal District on the south , Comilla District on the east , and Meghna River , Shariatpur District and Munshiganj District on the west .	bounded	bound	bordered	surrounded	limited	closed	delimited	lined	constrained	circumscribed	circled
then we see her deliberately contract cholera and be transferred to hospital .	transferred	transported	brought	moved	admitted	delivered	taken	assigned	carried	sent	returned
Darth Maul appears in as the apprentice of sith lord Darth Sidious who sends him to capture Queen Padm Amidala and eliminate the two Jedi , Qui-Gon Jinn and Obi-Wan Kenobi .	capture	take	take control	take over	recover	return	catch	take away	kill	take back	entrap
this arrangement provided most of the agricultural labor throughout the Middle Ages .	provided	supplied	brought	served	supported	offered	facilitated	created	covered	empowered	provides
Roadrunner Records is a record label that concentrates primarily on heavy metal bands .	concentrates	focuses	focusses	focus		targets	settles	focused	maintains	centers	focussed
Ashoka did not completely prohibit the killing of animals ; he prohibited gratuitous killings , he advocated restraint in the number that had to be killed for consumption , protected some of them , and in general condemned violent acts against animals , such as castration .	prohibit	ban	forbid	interdict	prevent	bar	outlaw	restrict	deny	stop	disallow
to reduce space and increase reading speed , virtually all Braille books are transcribed in what is known as Grade 2 Braille , which uses a system of contractions to reduce space and speed the process of reading .	reduce	conserve	simplify	cut	spare	decrease	constrict	minimize	shorten	save	condense
this is a considerably higher total than that of any other European country .	considerably	significantly	substantially	slightly	considerable	very	really	highly	reasonably	importantly	much
apples require cross-pollination between individuals by insects ; all are self-sterile , and self-pollination is impossible , making pollinating insects essential .	require	need	demand	prefer	encourage
a final violent confrontation with police took place at Glenrowan .	confrontation	fight	conflict	discussion	war	argument	combat	battle	debate	dispute	violence
